Order_ID,Customer_Region,Product_Category,Order_Date,Ship_Date,Delivery_Date,Shipping_Mode,Shipping_Cost,Delivery_Status,Delivery_Days
OR54323,North,Grocery,1/2/2023,1/7/2023,1/15/2023,Standard,121.0,Delivered,8
OR54324,East,Home,12/1/2023,12/2/2023,12/7/2023,Standard,57.0,Delivered,5
OR54325,East,Electronics,9/8/2023,9/9/2023,9/14/2023,Standard,95.0,Delivered,5
OR54326,North,Fashion,5/8/2025,5/8/2025,5/12/2025,Standard,137.0,Delivered,4
OR54327,South,Beauty,5/29/2024,6/1/2024,6/5/2024,Express,247.0,Delivered,4
OR54328,East,Beauty,7/25/2023,7/30/2023,8/4/2023,Express,203.0,Delivered,5
OR54329,Central,Grocery,1/2/2023,1/2/2023,1/8/2023,Express,171.0,Delivered,6
OR54330,North,Grocery,7/22/2025,7/27/2025,8/5/2025,Standard,69.0,Delivered,9
OR54331,Central,Sports,9/8/2025,9/8/2025,9/18/2025,Express,244.0,Delivered,10
OR54332,Central,Beauty,2/28/2023,3/4/2023,3/12/2023,Standard,118.0,Delivered,8
OR54333,Central,Sports,10/6/2022,10/11/2022,10/13/2022,Standard,139.0,Delivered,2
OR54334,North,Fashion,3/13/2025,3/14/2025,3/19/2025,Express,185.0,Delivered,5
OR54335,West,Beauty,1/24/2024,1/25/2024,1/28/2024,Standard,115.0,Delivered,3
OR54336,East,Sports,9/12/2024,9/17/2024,9/19/2024,Standard,140.0,Delivered,2
OR54337,Central,Fashion,1/31/2023,2/1/2023,2/7/2023,Same Day,312.0,Delivered,6
OR54338,North,Home,8/16/2025,8/21/2025,8/29/2025,Standard,132.0,Delivered,8
OR54339,West,Sports,4/17/2023,4/17/2023,4/25/2023,Standard,114.0,Delivered,8
OR54340,North,Sports,6/18/2025,6/23/2025,6/25/2025,Express,88.0,Delivered,2
OR54341,East,Grocery,7/25/2022,7/29/2022,8/4/2022,Standard,141.0,Delivered,6
OR54342,North,Fashion,2/25/2024,2/28/2024,3/4/2024,Express,246.0,Delivered,5
OR54343,South,Grocery,1/18/2024,1/22/2024,1/24/2024,Standard,89.0,Delivered,2
OR54344,South,Sports,9/1/2025,9/1/2025,9/8/2025,Express,123.0,Delivered,7
OR54345,Central,Beauty,4/6/2025,4/11/2025,4/20/2025,Standard,,Delivered,9
OR54346,North,Home,9/28/2025,9/29/2025,10/6/2025,Same Day,323.0,Delivered,7
OR54347,North,Electronics,2/3/2023,2/3/2023,2/7/2023,Standard,139.0,Delivered,4
OR54348,Central,Fashion,3/14/2023,3/18/2023,3/26/2023,Express,82.0,Delivered,8
OR54349,Central,Fashion,2/24/2025,3/1/2025,3/11/2025,Express,102.0,Delayed,10
OR54350,West,Home,5/3/2025,5/6/2025,5/14/2025,Standard,93.0,Delivered,8
OR54351,North,Home,7/29/2023,7/30/2023,8/7/2023,Express,122.0,Delivered,8
OR54352,East,Fashion,11/3/2025,11/5/2025,11/15/2025,Standard,126.0,Delivered,10
OR54353,East,Fashion,8/8/2024,8/13/2024,8/16/2024,Standard,51.0,Delivered,3
OR54354,East,Home,11/11/2023,11/13/2023,11/20/2023,Standard,92.0,Delivered,7
OR54355,Central,Beauty,8/27/2025,8/31/2025,9/8/2025,Standard,121.0,Delivered,8
OR54356,Central,Home,12/18/2022,12/21/2022,12/31/2022,Standard,122.0,Delayed,10
OR54357,Central,Home,1/1/2025,1/4/2025,1/14/2025,Standard,127.0,Delayed,10
OR54358,East,Sports,12/20/2024,12/21/2024,12/28/2024,Same Day,348.0,Returned,7
OR54359,West,Beauty,4/6/2024,4/11/2024,4/14/2024,Standard,138.0,Delivered,3
OR54360,South,Fashion,1/20/2024,1/23/2024,1/25/2024,Express,158.0,Delivered,2
OR54361,North,Fashion,12/8/2022,12/11/2022,12/17/2022,Express,80.0,Delivered,6
OR54362,South,Home,7/11/2023,7/13/2023,7/18/2023,Express,218.0,Delayed,5
OR54363,North,Grocery,6/1/2025,6/5/2025,6/9/2025,Standard,136.0,Delivered,4
OR54364,Central,Electronics,9/16/2025,9/21/2025,9/27/2025,Express,164.0,Delivered,6
OR54365,East,Fashion,5/19/2023,5/24/2023,5/26/2023,Standard,74.0,Returned,2
OR54366,South,Sports,11/15/2024,11/17/2024,11/26/2024,Standard,76.0,Delayed,9
OR54367,Central,Electronics,3/27/2025,3/29/2025,4/4/2025,Standard,141.0,Delivered,6
OR54368,North,Grocery,6/12/2023,6/12/2023,6/21/2023,Standard,139.0,Delivered,9
OR54369,South,Beauty,4/18/2023,4/22/2023,4/26/2023,Standard,51.0,Delivered,4
OR54370,South,Sports,4/17/2023,4/19/2023,4/27/2023,Standard,145.0,Delivered,8
OR54371,South,Home,3/7/2025,3/10/2025,3/15/2025,Standard,53.0,Delivered,5
OR54372,South,Grocery,6/6/2022,6/9/2022,6/16/2022,Same Day,253.0,Delivered,7
OR54373,South,Home,3/17/2024,3/17/2024,3/24/2024,Standard,100.0,Delivered,7
OR54374,Central,Sports,2/25/2025,2/27/2025,3/2/2025,Same Day,269.0,Delivered,3
OR54375,North,Sports,6/30/2024,7/2/2024,7/10/2024,Standard,126.0,Delivered,8
OR54376,North,Home,5/8/2022,5/9/2022,5/14/2022,Express,108.0,Delivered,5
OR54377,West,Electronics,12/27/2023,1/1/2024,1/4/2024,Express,112.0,Delivered,3
OR54378,East,Fashion,10/27/2022,10/31/2022,11/9/2022,Same Day,292.0,Delivered,9
OR54379,South,Fashion,3/15/2024,3/19/2024,3/25/2024,Standard,126.0,Delayed,6
OR54380,North,Beauty,7/12/2025,7/17/2025,7/26/2025,Express,137.0,Delayed,9
OR54381,East,Sports,6/30/2023,7/3/2023,7/6/2023,Standard,112.0,Delivered,3
OR54382,East,Grocery,9/23/2025,9/23/2025,9/25/2025,Standard,132.0,Delivered,2
OR54383,Central,Home,10/2/2022,10/6/2022,10/12/2022,Standard,56.0,Delayed,6
OR54384,South,Grocery,12/3/2022,12/8/2022,12/11/2022,Express,187.0,Delivered,3
OR54385,West,Home,2/27/2023,2/28/2023,3/6/2023,Standard,,Delivered,6
OR54386,East,Grocery,3/26/2022,3/26/2022,3/31/2022,Express,164.0,Delayed,5
OR54387,Central,Beauty,6/12/2023,6/13/2023,6/23/2023,Standard,82.0,Delivered,10
OR54388,South,Home,2/22/2023,2/25/2023,2/28/2023,Standard,64.0,Delivered,3
OR54389,North,Sports,10/30/2022,10/30/2022,11/6/2022,Same Day,232.0,Delivered,7
OR54390,West,Electronics,5/1/2024,5/1/2024,5/9/2024,Express,195.0,Delivered,8
OR54391,South,Fashion,1/25/2024,1/27/2024,1/30/2024,Express,139.0,Delivered,3
OR54392,Central,Grocery,10/21/2022,10/23/2022,10/26/2022,Standard,115.0,Delivered,3
OR54393,Central,Beauty,2/20/2023,2/20/2023,2/28/2023,Express,231.0,Delivered,8
OR54394,Central,Fashion,4/10/2025,4/15/2025,4/21/2025,Same Day,222.0,Delivered,6
OR54395,Central,Grocery,11/4/2025,11/5/2025,11/13/2025,Standard,90.0,Delivered,8
OR54396,Central,Sports,12/4/2023,12/5/2023,12/13/2023,Standard,103.0,Delayed,8
OR54397,West,Beauty,10/11/2024,10/12/2024,10/22/2024,Standard,117.0,Delivered,10
OR54398,East,Sports,1/14/2022,1/14/2022,1/17/2022,Express,198.0,Delivered,3
OR54399,East,Grocery,8/7/2025,8/9/2025,8/12/2025,Standard,106.0,Delivered,3
OR54400,North,Grocery,10/28/2023,11/1/2023,11/10/2023,Standard,92.0,Delivered,9
OR54401,East,Grocery,9/7/2025,9/12/2025,9/21/2025,Standard,61.0,Delayed,9
OR54402,Central,Beauty,11/9/2025,11/14/2025,11/21/2025,Express,239.0,Delivered,7
OR54403,East,Sports,1/21/2023,1/23/2023,2/2/2023,Standard,115.0,Delayed,10
OR54404,East,Electronics,12/13/2024,12/16/2024,12/26/2024,Standard,109.0,Delivered,10
OR54405,Central,Electronics,5/12/2022,5/14/2022,5/20/2022,Same Day,301.0,Delayed,6
OR54406,West,Grocery,5/11/2024,5/12/2024,5/20/2024,Standard,76.0,Delivered,8
OR54407,Central,Home,8/26/2024,8/31/2024,9/5/2024,Standard,75.0,Delivered,5
OR54408,East,Electronics,3/23/2023,3/28/2023,4/4/2023,Express,147.0,Delayed,7
OR54409,East,Sports,4/5/2025,4/8/2025,4/15/2025,Standard,69.0,Delivered,7
OR54410,North,Sports,12/24/2025,12/26/2025,1/5/2026,Express,98.0,Delivered,10
OR54411,Central,Beauty,8/26/2023,8/30/2023,9/3/2023,Express,237.0,Delivered,4
OR54412,North,Sports,11/15/2025,11/15/2025,11/18/2025,Standard,118.0,Delivered,3
OR54413,North,Fashion,9/30/2024,10/1/2024,10/8/2024,Standard,112.0,Delivered,7
OR54414,South,Fashion,7/22/2025,7/22/2025,8/1/2025,Express,168.0,Delivered,10
OR54415,North,Sports,5/13/2022,5/18/2022,5/23/2022,Standard,75.0,Returned,5
OR54416,East,Electronics,12/13/2023,12/16/2023,12/18/2023,Standard,58.0,Delivered,2
OR54417,East,Fashion,5/28/2024,5/31/2024,6/8/2024,Standard,134.0,Delivered,8
OR54418,South,Home,1/22/2025,1/22/2025,1/28/2025,Express,93.0,Delivered,6
OR54419,South,Grocery,4/7/2025,4/10/2025,4/17/2025,Same Day,369.0,Delivered,8
OR54420,Central,Fashion,2/20/2023,2/22/2023,2/27/2023,Express,244.0,Delivered,5
OR54421,South,Fashion,7/30/2024,7/30/2024,8/9/2024,Express,176.0,Delivered,10
OR54422,West,Electronics,1/23/2023,1/26/2023,2/5/2023,Express,102.0,Delivered,10
OR54423,East,Electronics,1/13/2024,1/18/2024,1/22/2024,Standard,113.0,Delivered,4
OR54424,East,Home,10/26/2024,10/31/2024,11/9/2024,Standard,72.0,Delivered,9
OR54425,South,Beauty,2/27/2025,3/4/2025,3/8/2025,Express,249.00 USD,Delivered,4
OR54426,South,Home,10/23/2023,10/25/2023,10/31/2023,Standard,146.0,Delivered,6
OR54427,East,Beauty,8/29/2023,8/31/2023,9/9/2023,Express,229.0,Delayed,9
OR54428,South,Home,9/4/2022,9/5/2022,,Standard,77.0,Returned,2
OR54429,Central,Home,11/22/2025,11/23/2025,11/25/2025,Standard,117.0,Delivered,2
OR54430,South,Fashion,3/7/2024,3/12/2024,3/20/2024,Express,122.0,Delivered,8
OR54431,South,Home,5/24/2022,5/27/2022,6/2/2022,Same Day,364.0,Delivered,6
OR54432,Central,Beauty,1/4/2023,1/4/2023,1/13/2023,Standard,128.0,Delivered,9
OR54433,Central,Home,5/25/2024,5/29/2024,6/8/2024,Standard,62.0,Returned,10
OR54434,Central,Sports,5/4/2022,5/4/2022,5/13/2022,Standard,124.0,Delayed,9
OR54435,East,Fashion,7/16/2023,7/20/2023,7/27/2023,Express,103.0,Delivered,7
OR54436,South,Fashion,5/12/2023,5/12/2023,5/18/2023,Standard,104.0,Delivered,6
OR54437,Central,Fashion,1/23/2023,1/24/2023,2/1/2023,Express,121.0,Delivered,8
OR54438,Central,Grocery,3/17/2023,3/18/2023,3/23/2023,Express,224.0,Delivered,5
OR54439,East,Home,11/5/2024,11/5/2024,11/13/2024,Standard,52.0,Returned,8
OR54440,West,Beauty,3/8/2025,3/9/2025,3/11/2025,Express,130.0,Delayed,2
OR54441,South,Home,7/10/2022,7/13/2022,7/16/2022,Express,151.0,Delayed,3
OR54442,West,Home,4/29/2023,4/30/2023,5/5/2023,Standard,,Delivered,5
OR54443,West,Electronics,3/7/2024,3/7/2024,3/11/2024,Standard,68.0,Delivered,4
OR54444,Central,Electronics,10/21/2022,10/23/2022,10/31/2022,Standard,116.0,Delivered,8
OR54445,East,Electronics,8/24/2022,8/29/2022,9/5/2022,Express,163.0,Delivered,7
OR54446,South,Grocery,11/27/2024,11/27/2024,12/3/2024,Same Day,389.0,Delivered,6
OR54447,South,Home,1/27/2025,1/30/2025,2/1/2025,Express,141.0,Delayed,2
OR54448,South,Fashion,4/7/2022,4/10/2022,4/18/2022,Express,138.0,Delivered,8
OR54449,West,Fashion,1/5/2024,1/10/2024,1/13/2024,Standard,56.0,Delayed,3
OR54450,North,Sports,11/24/2022,11/25/2022,11/27/2022,Standard,113.0,Delivered,2
OR54451,East,Beauty,1/5/2024,1/8/2024,1/18/2024,Standard,110.0,Delivered,10
OR54452,North,Electronics,5/29/2024,5/30/2024,6/2/2024,Express,240.0,Delivered,3
OR54453,West,Grocery,2/23/2022,2/26/2022,2/28/2022,Standard,132.0,Delivered,2
OR54454,Central,Sports,12/10/2023,12/14/2023,12/23/2023,Express,178.0,Delivered,9
OR54455,North,Grocery,9/25/2024,9/30/2024,10/9/2024,Express,182.0,Delivered,9
OR54456,North,Fashion,1/30/2025,2/3/2025,2/13/2025,Standard,84.0,Delivered,10
OR54457,East,Beauty,9/24/2023,9/24/2023,9/28/2023,Standard,85.0,Delivered,4
OR54458,West,Home,4/14/2023,4/15/2023,4/24/2023,Standard,69.0,Delivered,9
OR54459,East,Fashion,2/13/2023,2/15/2023,2/20/2023,Express,84.0,Delayed,5
OR54460,Central,Fashion,6/5/2023,6/8/2023,6/18/2023,Same Day,244.0,Delivered,10
OR54461,South,Electronics,2/9/2023,2/13/2023,2/22/2023,Express,173.0,Delayed,9
OR54462,West,Fashion,4/2/2024,4/3/2024,4/12/2024,Standard,66.0,Delivered,9
OR54463,Central,Grocery,12/25/2024,12/27/2024,1/1/2025,Standard,50.0,Delivered,5
OR54464,Central,Home,10/12/2025,10/14/2025,10/19/2025,Standard,105.0,Delivered,5
OR54465,North,Electronics,3/11/2022,3/11/2022,3/17/2022,Standard,97.0,Delivered,6
OR54466,East,Sports,10/3/2022,10/8/2022,10/12/2022,Express,210.0,Delivered,4
OR54467,North,Fashion,7/24/2022,7/25/2022,7/27/2022,Standard,87.0,Delayed,2
OR54468,North,Electronics,1/22/2023,1/22/2023,1/25/2023,Express,,Delivered,3
OR54469,South,Electronics,5/25/2024,5/29/2024,5/31/2024,Same Day,280.0,Delivered,2
OR54470,East,Electronics,10/16/2025,10/18/2025,10/28/2025,Standard,61.0,Delivered,10
OR54471,South,Grocery,7/25/2024,7/28/2024,8/5/2024,Standard,68.0,Delivered,8
OR54472,Central,Sports,3/22/2025,3/26/2025,4/1/2025,Standard,112.0,Delivered,6
OR54473,South,Electronics,2/20/2022,2/21/2022,2/24/2022,Standard,136.0,Delivered,3
OR54474,Central,Grocery,1/15/2022,1/20/2022,1/22/2022,Standard,60.0,Delivered,2
OR54475,North,Sports,4/16/2022,4/20/2022,4/25/2022,Same Day,235.0,Delivered,5
OR54476,South,Home,12/18/2023,12/20/2023,12/22/2023,Standard,91.0,Returned,2
OR54477,East,Grocery,6/5/2022,6/7/2022,6/12/2022,Express,83.0,Delivered,5
OR54478,South,Electronics,8/23/2022,8/26/2022,9/3/2022,Express,171.0,Delivered,8
OR54479,Central,Fashion,11/20/2022,11/21/2022,11/26/2022,Standard,,Delivered,5
OR54480,West,Grocery,5/1/2023,5/3/2023,5/9/2023,Express,107.0,Delayed,6
OR54481,East,Home,8/17/2025,8/17/2025,8/19/2025,Standard,90.0,Delivered,2
OR54482,Central,Sports,7/30/2022,8/1/2022,8/4/2022,Standard,58.0,Delivered,3
OR54483,West,Home,4/16/2022,4/19/2022,4/27/2022,Standard,93.0,Delivered,8
OR54484,East,Sports,8/1/2025,8/3/2025,8/13/2025,Standard,51.0,Delivered,10
OR54485,West,Grocery,10/30/2023,11/4/2023,11/6/2023,Standard,144.0,Delivered,2
OR54486,North,Sports,3/13/2024,3/14/2024,3/20/2024,Same Day,337.0,Delivered,6
OR54487,North,Electronics,11/2/2024,11/4/2024,11/8/2024,Standard,122.0,Delivered,4
OR54488,South,Beauty,12/29/2025,1/2/2026,1/12/2026,Express,233.0,Delivered,10
OR54489,South,Grocery,5/8/2023,5/8/2023,5/17/2023,Standard,133.0,Delivered,9
OR54490,South,Fashion,1/14/2022,1/17/2022,1/23/2022,Same Day,371.0,Delivered,6
OR54491,South,Home,8/21/2024,8/25/2024,8/28/2024,Standard,118.0,Delivered,3
OR54492,West,Home,5/2/2025,5/3/2025,5/8/2025,Express,221.0,Delivered,5
OR54493,East,Grocery,11/30/2022,12/4/2022,12/12/2022,Standard,74.0,Returned,8
OR54494,East,Fashion,9/16/2022,9/19/2022,9/22/2022,Same Day,343.0,Delivered,3
OR54495,South,Grocery,1/4/2022,1/5/2022,1/14/2022,Express,239.0,Delivered,9
OR54496,North,Electronics,12/23/2025,12/23/2025,12/30/2025,Standard,124.0,Delivered,7
OR54497,Central,Beauty,12/12/2023,12/14/2023,12/22/2023,Express,199.0,Delivered,8
OR54498,South,Beauty,2/22/2024,2/24/2024,3/1/2024,Standard,59.0,Returned,6
OR54499,South,Electronics,6/29/2022,7/1/2022,7/6/2022,Express,160.0,Delivered,5
OR54500,North,Fashion,4/21/2023,4/26/2023,5/5/2023,Standard,129.0,Delivered,9
OR54501,Central,Grocery,8/21/2024,8/23/2024,8/29/2024,Standard,104.0,Delivered,6
OR54502,West,Fashion,9/16/2023,9/18/2023,9/24/2023,Standard,95.0,Delivered,6
OR54503,West,Fashion,8/11/2023,8/16/2023,8/24/2023,Standard,60.0,Delivered,8
OR54504,Central,Electronics,11/6/2024,11/6/2024,11/8/2024,Express,225.0,Delivered,2
OR54505,Central,Electronics,6/28/2022,6/30/2022,7/2/2022,Standard,88.0,Delayed,2
OR54506,West,Fashion,1/22/2023,1/23/2023,1/31/2023,Standard,95.0,Delivered,8
OR54507,South,Fashion,11/1/2024,11/6/2024,11/10/2024,Same Day,275.0,Delivered,4
OR54508,South,Sports,12/24/2024,12/26/2024,12/31/2024,Same Day,304.0,Delivered,5
OR54509,North,Electronics,6/20/2025,6/22/2025,6/28/2025,Standard,58.0,Delayed,6
OR54510,Central,Fashion,12/29/2024,1/1/2025,1/8/2025,Standard,82.0,Delivered,7
OR54511,South,Sports,8/24/2025,8/29/2025,9/1/2025,Standard,56.0,Returned,3
OR54512,South,Beauty,7/5/2024,7/9/2024,7/19/2024,Standard,71.0,Delivered,10
OR54513,North,Beauty,11/16/2022,11/21/2022,11/25/2022,Standard,79.0,Delivered,4
OR54514,Central,Beauty,10/23/2025,10/24/2025,11/2/2025,Standard,130.0,Delivered,9
OR54515,North,Fashion,8/6/2025,8/11/2025,8/16/2025,Express,116.0,Delivered,5
OR54516,North,Sports,4/1/2024,4/1/2024,4/3/2024,Standard,132.0,Delivered,2
OR54517,West,Fashion,4/2/2023,4/3/2023,4/6/2023,Standard,103.0,Delivered,3
OR54518,North,Beauty,10/28/2024,11/2/2024,11/9/2024,Standard,89.0,Delivered,7
OR54519,Central,Beauty,4/29/2023,4/29/2023,5/7/2023,Standard,65.0,Delivered,8
OR54520,South,Beauty,10/1/2025,10/6/2025,10/15/2025,Same Day,352.0,Delivered,9
OR54521,South,Grocery,7/24/2025,7/27/2025,7/31/2025,Standard,103.0,Delivered,4
OR54522,West,Electronics,8/22/2023,8/24/2023,8/28/2023,Standard,92.0,Delivered,4
OR54523,Central,Beauty,6/25/2025,6/29/2025,7/6/2025,Same Day,371.0,Delivered,7
OR54524,South,Fashion,10/3/2025,10/8/2025,10/18/2025,Express,130.0,Delayed,10
OR54525,North,Home,8/6/2023,8/7/2023,8/13/2023,Standard,135.0,Delivered,6
OR54526,East,Beauty,5/10/2024,5/11/2024,5/13/2024,Standard,98.0,Delivered,2
OR54527,East,Home,12/29/2023,1/3/2024,1/8/2024,Express,99.0,Delivered,5
OR54528,East,Sports,2/15/2023,2/16/2023,2/18/2023,Express,205.0,Delivered,2
OR54529,East,Electronics,11/26/2023,11/30/2023,12/2/2023,Standard,57.0,Delivered,4
OR54530,North,Sports,12/12/2025,12/15/2025,12/17/2025,Standard,78.0,Delivered,2
OR54531,South,Electronics,12/17/2023,12/20/2023,12/29/2023,Standard,55.0,Delivered,9
OR54532,West,Home,2/5/2023,2/7/2023,2/17/2023,Express,141.0,Delivered,10
OR54533,North,Beauty,2/13/2024,2/14/2024,2/18/2024,Express,122.0,Delivered,4
OR54534,South,Home,11/9/2025,11/12/2025,11/22/2025,Express,149.0,Delivered,10
OR54535,Central,Beauty,3/6/2025,3/9/2025,3/19/2025,Standard,82.0,Delivered,10
OR54536,South,Sports,7/8/2023,7/8/2023,7/13/2023,Standard,64.0,Delivered,5
OR54537,South,Beauty,1/14/2025,1/19/2025,1/25/2025,Express,90.0,Delivered,6
OR54538,South,Beauty,1/1/2022,1/2/2022,1/9/2022,Standard,61.0,Delayed,7
OR54539,North,Grocery,6/24/2023,6/27/2023,7/5/2023,Same Day,347.0,Delivered,8
OR54540,South,Home,3/15/2022,3/16/2022,3/23/2022,Express,87.0,Delivered,7
OR54541,South,Electronics,8/28/2023,8/28/2023,9/1/2023,Standard,146.0,Returned,4
OR54542,Central,Fashion,1/1/2023,1/5/2023,1/8/2023,Standard,86.0,Delivered,3
OR54543,Central,Fashion,2/17/2025,2/19/2025,3/1/2025,Standard,59.0,Delivered,10
OR54544,East,Fashion,3/6/2023,3/11/2023,3/17/2023,Standard,124.0,Delivered,6
OR54545,North,Home,11/28/2025,12/2/2025,12/7/2025,Express,235.0,Returned,5
OR54546,South,Grocery,5/18/2023,5/23/2023,5/25/2023,Standard,61.0,Delayed,2
OR54547,East,Home,11/7/2024,11/10/2024,11/12/2024,Same Day,387.0,Delivered,2
OR54548,East,Electronics,4/16/2024,4/19/2024,4/27/2024,Standard,67.0,Delivered,8
OR54549,North,Beauty,12/4/2025,12/5/2025,12/12/2025,Standard,74.0,Delivered,7
OR54550,East,Home,11/20/2022,11/23/2022,12/3/2022,Same Day,391.0,Delivered,10
OR54551,East,Home,11/1/2025,11/5/2025,11/10/2025,Standard,147.0,Delayed,5
OR54552,North,Home,1/5/2024,1/10/2024,1/16/2024,Standard,57.0,Delivered,6
OR54553,West,Home,5/23/2023,5/23/2023,5/26/2023,Standard,86.0,Delivered,3
OR54554,East,Electronics,2/11/2024,2/14/2024,2/16/2024,Standard,71.0,Delivered,2
OR54555,Central,Home,12/23/2025,12/27/2025,1/1/2026,Express,189.0,Delivered,5
OR54556,East,Grocery,12/16/2024,12/18/2024,12/27/2024,Express,113.0,Delivered,9
OR54557,North,Sports,9/7/2025,9/9/2025,9/14/2025,Standard,108.0,Delivered,5
OR54558,North,Electronics,1/5/2025,1/10/2025,1/17/2025,Express,236.0,Delivered,7
OR54559,West,Grocery,4/30/2022,4/30/2022,5/6/2022,Standard,134.0,Delivered,6
OR54560,West,Fashion,7/26/2024,7/28/2024,7/30/2024,Express,80.00,Delayed,2
OR54561,Central,Fashion,6/22/2025,6/26/2025,6/28/2025,Standard,136.0,Delivered,2
OR54562,Central,Electronics,11/26/2024,11/26/2024,12/3/2024,Express,213.0,Delivered,7
OR54563,East,Sports,8/1/2025,8/5/2025,8/13/2025,Standard,75.0,Delivered,8
OR54564,West,Home,11/3/2023,11/6/2023,11/10/2023,Express,173.0,Delivered,4
OR54565,Central,Electronics,5/24/2023,5/26/2023,5/30/2023,Standard,137.0,Delivered,4
OR54566,East,Home,10/2/2025,10/4/2025,10/12/2025,Express,141.0,Delivered,8
OR54567,South,Home,11/30/2022,12/3/2022,12/8/2022,Same Day,359.0,Delivered,5
OR54568,East,Fashion,9/22/2022,9/25/2022,10/4/2022,Standard,64.0,Delivered,9
OR54569,Central,Sports,9/24/2022,9/28/2022,10/3/2022,Express,224.0,Delivered,5
OR54570,East,Home,5/31/2022,6/4/2022,6/10/2022,Standard,60.0,Delivered,6
OR54571,South,Electronics,3/22/2025,3/24/2025,3/30/2025,Standard,75.0,Delivered,6
OR54572,Central,Fashion,5/18/2025,5/18/2025,5/21/2025,Standard,104.0,Delivered,3
OR54573,East,Home,12/26/2022,12/26/2022,1/5/2023,Express,145.0,Delivered,10
OR54574,Central,Beauty,7/10/2025,7/12/2025,7/19/2025,Standard,75.0,Delivered,7
OR54575,East,Beauty,11/4/2023,11/7/2023,11/13/2023,Standard,70.0,Delayed,6
OR54576,North,Beauty,2/2/2024,2/5/2024,2/9/2024,Express,184.0,Delayed,4
OR54577,Central,Fashion,5/29/2025,6/3/2025,6/13/2025,Standard,134.0,Delivered,10
OR54578,Central,Fashion,7/9/2025,7/9/2025,7/12/2025,Standard,103.0,Delivered,3
OR54579,Central,Electronics,10/24/2024,10/29/2024,11/2/2024,Standard,76.0,Delivered,4
OR54580,Central,Electronics,8/6/2022,8/10/2022,8/17/2022,Express,186.0,Delivered,7
OR54581,East,Grocery,5/7/2023,5/8/2023,5/11/2023,Same Day,354.0,Delivered,3
OR54582,West,Home,6/13/2023,6/16/2023,6/26/2023,Standard,68.0,Delivered,10
OR54583,East,Beauty,8/21/2022,8/25/2022,8/27/2022,Standard,64.0,Returned,2
OR54584,South,Fashion,10/12/2025,10/12/2025,10/21/2025,Standard,96.0,Delivered,9
OR54585,North,Grocery,12/15/2023,12/20/2023,12/25/2023,Same Day,309.0,Delivered,5
OR54586,East,Electronics,4/5/2022,4/10/2022,4/19/2022,Standard,95.0,Delayed,9
OR54587,East,Sports,7/30/2022,8/4/2022,8/9/2022,Standard,116.0,Delivered,5
OR54588,Central,Fashion,11/17/2025,11/17/2025,11/21/2025,Express,223.0,Delivered,4
OR54589,South,Sports,9/29/2024,10/3/2024,10/8/2024,Standard,95.0,Delivered,5
OR54590,Central,Sports,8/30/2025,9/3/2025,,Standard,138.0,Delivered,3
OR54591,Central,Beauty,5/15/2023,5/19/2023,5/24/2023,Express,213.0,Delayed,5
OR54592,West,Fashion,5/12/2023,5/17/2023,5/25/2023,Express,132.0,Delivered,8
OR54593,North,Grocery,5/28/2024,6/1/2024,6/8/2024,Same Day,353.0,Delivered,7
OR54594,West,Grocery,1/8/2024,1/8/2024,1/13/2024,Standard,107.0,Delivered,5
OR54595,Central,Fashion,1/10/2025,1/15/2025,1/24/2025,Standard,125.0,Delivered,9
OR54596,North,Beauty,7/2/2025,7/2/2025,7/9/2025,Standard,71.0,Delivered,7
OR54597,East,Home,10/13/2023,10/16/2023,10/26/2023,Express,233.0,Delivered,10
OR54598,South,Sports,2/20/2024,2/22/2024,2/29/2024,Standard,130.0,Delivered,7
OR54599,West,Grocery,2/3/2022,2/4/2022,2/14/2022,Standard,84.0,Delayed,10
OR54600,South,Fashion,7/28/2022,8/2/2022,8/11/2022,Standard,53.0,Delivered,9
OR54601,Central,Electronics,12/16/2022,12/16/2022,12/19/2022,Standard,101.0,Delayed,3
OR54602,North,Electronics,7/30/2023,7/31/2023,8/2/2023,Standard,115.0,Delivered,2
OR54603,East,Fashion,2/15/2023,2/15/2023,2/19/2023,Standard,141.0,Delivered,4
OR54604,North,Home,6/14/2024,6/14/2024,6/19/2024,Standard,103.0,Delivered,5
OR54605,South,Electronics,2/18/2023,2/23/2023,2/26/2023,Standard,101.0,Returned,3
OR54606,South,Home,4/21/2022,4/25/2022,5/4/2022,Standard,117.0,Delivered,9
OR54607,East,Fashion,5/24/2023,5/26/2023,6/3/2023,Standard,78.0,Delivered,8
OR54608,East,Fashion,10/21/2023,10/23/2023,10/31/2023,Standard,59.0,Returned,8
OR54609,North,Sports,12/18/2024,12/18/2024,12/27/2024,Standard,145.0,Delivered,9
OR54610,West,Fashion,9/28/2023,10/2/2023,10/6/2023,Standard,128.0,Delivered,4
OR54611,North,Home,10/29/2023,11/3/2023,11/11/2023,Standard,80.0,Delivered,8
OR54612,South,Grocery,6/11/2022,6/14/2022,6/22/2022,Standard,51.0,Delivered,8
OR54613,North,Electronics,11/26/2024,11/28/2024,12/5/2024,Express,174.0,Delivered,7
OR54614,Central,Electronics,11/5/2024,11/10/2024,11/17/2024,Express,180.0,Delivered,7
OR54615,North,Sports,4/19/2025,4/22/2025,5/1/2025,Express,104.0,Returned,9
OR54616,North,Grocery,9/8/2025,9/10/2025,9/17/2025,Standard,120.0,Delivered,7
