,Order_ID,Customer_Region,Product_Category,Order_Date,Ship_Date,Delivery_Date,Shipping_Mode,Shipping_Cost,Delivery_Status,Delivery_Days
42355,OR52355,East,Fashion,2022-02-05,2022-02-05,2022-02-14,Standard,97.0,Delivered,9
42356,OR52356,North,Home,2023-01-21,2023-01-23,2023-01-28,Standard,103.0,Delivered,5
42357,OR52357,West,Electronics,2025-08-12,2025-08-15,2025-08-18,Standard,121.0,Delivered,3
42358,OR52358,East,Fashion,2022-06-06,2022-06-07,2022-06-13,Same Day,277.0,Delivered,6
42359,OR52359,Central,Fashion,2025-02-07,2025-02-10,2025-02-18,Standard,148.0,Delivered,8
42360,OR52360,East,Home,2023-02-04,2023-02-09,2023-02-12,Express,173.0,Delivered,3
42361,OR52361,West,Fashion,2024-09-13,2024-09-18,2024-09-20,Express,187.0,Delivered,2
42362,OR52362,Central,Home,2025-09-14,2025-09-16,2025-09-23,Express,153.0,Delivered,7
42363,OR52363,Central,Sports,2023-05-19,2023-05-22,2023-05-24,Standard,110.0,Delivered,2
42364,OR52364,North,Fashion,2022-12-26,2022-12-26,2023-01-05,Standard,87.0,Delayed,10
42365,OR52365,North,Home,2025-02-06,2025-02-07,2025-02-12,Standard,71.0,Delivered,5
42366,OR52366,South,Beauty,2022-05-13,2022-05-18,2022-05-24,Standard,126.0,Delivered,6
42367,OR52367,West,Grocery,2022-07-04,2022-07-07,2022-07-13,Standard,78.0,Delivered,6
42368,OR52368,Central,Electronics,2025-06-14,2025-06-17,2025-06-19,Express,175.0,Delivered,2
42369,OR52369,West,Electronics,2024-05-06,2024-05-06,2024-05-12,Standard,140.0,Returned,6
42370,OR52370,East,Electronics,2024-06-19,2024-06-24,2024-06-29,Express,188.0,Delivered,5
42371,OR52371,East,Home,2023-05-09,2023-05-11,2023-05-19,Standard,106.0,Delivered,8
42372,OR52372,South,Home,2024-12-08,2024-12-09,2024-12-11,Same Day,234.0,Delivered,2
42373,OR52373,Central,Electronics,2024-10-25,2024-10-26,2024-11-03,Express,239.0,Delayed,8
42374,OR52374,Central,Home,2025-06-01,2025-06-02,2025-06-09,Standard,115.0,Delivered,7
42375,OR52375,South,Beauty,2022-05-27,2022-05-31,2022-06-08,Standard,74.0,Delivered,8
42376,OR52376,East,Fashion,2024-06-17,2024-06-21,2024-06-28,Standard,50.0,Delivered,7
42377,OR52377,Central,Fashion,2025-07-26,2025-07-27,2025-07-31,Standard,71.0,Delivered,4
42378,OR52378,West,Fashion,2024-02-17,2024-02-21,2024-02-29,Standard,87.0,Delivered,8
42379,OR52379,Central,Sports,2022-03-25,2022-03-28,2022-04-02,Standard,118.0,Delivered,5
42380,OR52380,East,Electronics,2024-09-24,2024-09-29,2024-10-04,Standard,109.0,Delivered,5
42381,OR52381,Central,Grocery,2024-07-05,2024-07-08,2024-07-13,Express,196.0,Delivered,5
42382,OR52382,Central,Electronics,2025-09-19,2025-09-20,2025-09-30,Same Day,282.0,Returned,10
42383,OR52383,North,Fashion,2025-09-07,2025-09-08,2025-09-18,Express,204.0,Delivered,10
42384,OR52384,Central,Electronics,2023-02-14,2023-02-19,2023-02-24,Standard,91.0,Delivered,5
42385,OR52385,South,Sports,2023-02-25,2023-02-26,2023-03-07,Standard,145.0,Delivered,9
42386,OR52386,South,Fashion,2025-10-20,2025-10-25,2025-10-28,Standard,104.0,Delayed,3
42387,OR52387,West,Sports,2025-02-05,2025-02-09,2025-02-11,Standard,143.0,Delayed,2
42388,OR52388,Central,Sports,2024-01-02,2024-01-07,2024-01-16,Standard,59.0,Delayed,9
42389,OR52389,West,Sports,2025-07-27,2025-07-28,2025-08-06,Standard,140.0,Delivered,9
42390,OR52390,East,Fashion,2022-10-26,2022-10-26,2022-11-02,Express,179.0,Delivered,7
42391,OR52391,East,Sports,2025-11-05,2025-11-08,2025-11-17,Standard,110.0,Delivered,9
42392,OR52392,North,Sports,2024-07-21,2024-07-24,2024-07-30,Standard,135.0,Delivered,6
42393,OR52393,North,Grocery,2025-11-28,2025-11-30,2025-12-05,Standard,108.0,Delivered,5
42394,OR52394,Central,Electronics,2023-09-19,2023-09-24,2023-10-03,Standard,74.0,Delivered,9
42395,OR52395,Central,Grocery,2024-02-11,2024-02-14,2024-02-21,Express,214.0,Delivered,7
42396,OR52396,West,Electronics,2023-06-27,2023-06-30,2023-07-06,Standard,90.0,Returned,6
42397,OR52397,West,Fashion,2024-12-24,2024-12-25,2025-01-02,Express,194.0,Delivered,8
42398,OR52398,Central,Grocery,2022-02-11,2022-02-13,2022-02-18,Express,186.0,Delivered,5
42399,OR52399,Central,Home,2025-10-20,2025-10-20,2025-10-28,Express,150.0,Delivered,8
42400,OR52400,North,Fashion,2023-05-14,2023-05-19,2023-05-24,Express,165.0,Delivered,5
42401,OR52401,North,Fashion,2025-01-08,2025-01-13,2025-01-18,Standard,127.0,Delivered,5
42402,OR52402,North,Electronics,2025-08-13,2025-08-13,2025-08-23,Same Day,276.0,Delivered,10
42403,OR52403,Central,Electronics,2022-02-06,2022-02-07,2022-02-14,Same Day,357.0,Delivered,7
42404,OR52404,West,Sports,2025-06-27,2025-06-28,2025-07-05,Standard,118.0,Delivered,7
42405,OR52405,South,Home,2024-12-02,2024-12-02,2024-12-11,Standard,62.0,Delivered,9
42406,OR52406,South,Beauty,2022-08-31,2022-08-31,2022-09-07,Express,101.0,Delayed,7
42407,OR52407,West,Fashion,2024-06-07,2024-06-08,2024-06-12,Standard,130.0,Delayed,4
42408,OR52408,West,Fashion,2025-03-05,2025-03-08,2025-03-15,Standard,73.0,Returned,7
42409,OR52409,West,Grocery,2023-09-27,2023-09-27,2023-09-29,Standard,68.0,Delivered,2
42410,OR52410,North,Electronics,2022-12-02,2022-12-04,2022-12-10,Standard,70.0,Delayed,6
42411,OR52411,East,Grocery,2024-10-29,2024-10-29,2024-11-05,Same Day,358.0,Delivered,7
42412,OR52412,Central,Electronics,2024-05-05,2024-05-09,2024-05-14,Standard,82.0,Delivered,5
42413,OR52413,North,Electronics,2024-06-15,2024-06-17,2024-06-23,Express,91.0,Delivered,6
42414,OR52414,South,Grocery,2025-02-28,2025-03-03,2025-03-06,Express,88.0,Delivered,3
42415,OR52415,Central,Grocery,2023-10-11,2023-10-11,2023-10-18,Standard,85.0,Delayed,7
42416,OR52416,West,Grocery,2023-11-19,2023-11-20,2023-11-26,Standard,,Delivered,6
42417,OR52417,South,Beauty,2023-01-01,2023-01-06,2023-01-13,Standard,126.0,Delivered,7
42418,OR52418,West,Electronics,2024-03-31,2024-04-02,2024-04-11,Express,162.0,Delivered,9
42419,OR52419,West,Home,2025-12-25,2025-12-26,2025-12-28,Standard,138.0,Returned,2
42420,OR52420,West,Grocery,2025-04-13,2025-04-18,2025-04-27,Standard,114.0,Delivered,9
42421,OR52421,Central,Electronics,2022-09-07,2022-09-11,2022-09-17,Express,147.0,Delayed,6
42422,OR52422,South,Grocery,2024-02-18,2024-02-18,2024-02-23,Express,187.0,Delivered,5
42423,OR52423,South,Beauty,2022-06-26,2022-06-26,2022-07-03,Express,206.0,Delivered,7
42424,OR52424,West,Home,2022-02-10,2022-02-12,2022-02-18,Standard,88.0,Delivered,6
42425,OR52425,North,Home,2025-02-06,2025-02-09,2025-02-19,Standard,122.0,Delivered,10
42426,OR52426,East,Sports,2025-07-06,2025-07-11,2025-07-13,Express,222.0,Delivered,2
42427,OR52427,North,Sports,2024-01-08,2024-01-09,2024-01-11,Standard,62.0,Delivered,2
42428,OR52428,Central,Home,2025-01-27,2025-01-28,2025-02-04,Standard,84.0,Delivered,7
42429,OR52429,East,Grocery,2022-12-02,2022-12-03,2022-12-12,Express,154.0,Delayed,9
42430,OR52430,North,Sports,2024-05-17,2024-05-21,2024-05-27,Standard,96.0,Delivered,6
42431,OR52431,South,Beauty,2023-08-02,2023-08-05,2023-08-14,Standard,87.0,Delayed,9
42432,OR52432,North,Electronics,2022-04-22,2022-04-25,2022-04-30,Express,240.0,Returned,5
42433,OR52433,West,Home,2025-06-19,2025-06-20,2025-06-28,Standard,141.0,Delivered,8
42434,OR52434,Central,Grocery,2025-03-03,2025-03-04,2025-03-10,Standard,80.0,Delivered,6
42435,OR52435,North,Beauty,2024-11-05,2024-11-10,2024-11-13,Standard,124.0,Returned,3
42436,OR52436,North,Electronics,2024-08-05,2024-08-05,2024-08-07,Standard,142.0,Delayed,2
42437,OR52437,East,Home,2023-09-08,2023-09-10,2023-09-13,Standard,,Delayed,3
42438,OR52438,West,Home,2024-07-16,2024-07-19,2024-07-24,Standard,52.0,Delivered,5
42439,OR52439,East,Grocery,2025-08-06,2025-08-09,2025-08-11,Standard,80.0,Delivered,2
42440,OR52440,Central,Grocery,2025-01-24,2025-01-28,2025-01-31,Standard,74.0,Delivered,3
42441,OR52441,Central,Fashion,2023-05-24,2023-05-25,2023-05-28,Express,181.0,Delayed,3
42442,OR52442,West,Grocery,2022-12-19,2022-12-23,2022-12-29,Standard,72.0,Delayed,6
42443,OR52443,East,Electronics,2024-01-02,2024-01-06,2024-01-13,Standard,132.0,Delivered,7
42444,OR52444,West,Sports,2025-03-15,2025-03-15,2025-03-17,Standard,92.0,Delivered,2
42445,OR52445,East,Grocery,2025-08-25,2025-08-25,2025-09-04,Standard,80.0,Delivered,10
42446,OR52446,South,Grocery,2024-07-21,2024-07-24,2024-07-30,Express,236.0,Delivered,6
42447,OR52447,West,Sports,2024-09-10,2024-09-15,2024-09-17,Standard,143.0,Delivered,2
42448,OR52448,Central,Sports,2022-01-01,2022-01-01,2022-01-11,Standard,149.0,Delivered,10
42449,OR52449,East,Beauty,2023-05-11,2023-05-15,2023-05-24,Standard,124.0,Delivered,9
42450,OR52450,South,Home,2023-10-31,2023-10-31,2023-11-09,Express,229.0,Delivered,9
42451,OR52451,Central,Home,2023-02-02,2023-02-02,2023-02-08,Standard,140.0,Returned,6
42452,OR52452,East,Sports,2022-07-21,2022-07-26,2022-08-04,Standard,52.0,Delayed,9
42453,OR52453,South,Sports,2024-11-05,2024-11-10,2024-11-12,Express,232.0,Delivered,2
42454,OR52454,Central,Sports,2022-04-05,2022-04-07,2022-04-16,Express,158.0,Delivered,9
42455,OR52455,Central,Electronics,2023-10-31,2023-11-05,2023-11-08,Standard,136.0,Delivered,3
42456,OR52456,South,Beauty,2025-11-17,2025-11-21,2025-11-26,Standard,52.0,Delayed,5
42457,OR52457,Central,Fashion,2023-11-07,2023-11-08,2023-11-13,Express,114.0,Delivered,5
42458,OR52458,East,Electronics,2023-08-10,2023-08-11,2023-08-19,Same Day,374.0,Delayed,8
42459,OR52459,East,Fashion,2024-11-08,2024-11-12,2024-11-17,Same Day,340.0,Delayed,5
42460,OR52460,Central,Home,2025-11-24,2025-11-27,2025-12-04,Standard,131.0,Delivered,7
42461,OR52461,North,Sports,2022-10-27,2022-10-30,2022-11-01,Standard,101.0,Delivered,2
42462,OR52462,South,Electronics,2022-06-30,2022-07-01,2022-07-03,Standard,101.0,Delivered,2
42463,OR52463,North,Beauty,2023-09-02,2023-09-04,2023-09-06,Standard,88.0,Delivered,2
42464,OR52464,East,Sports,2023-08-10,2023-08-13,2023-08-23,Standard,141.0,Delayed,10
42465,OR52465,Central,Beauty,2023-04-12,2023-04-14,2023-04-17,Standard,99.0,Delayed,3
42466,OR52466,West,Beauty,2023-12-13,2023-12-18,2023-12-26,Standard,136.0,Delivered,8
42467,OR52467,West,Sports,2022-06-20,2022-06-20,2022-06-24,Standard,63.0,Delivered,4
42468,OR52468,North,Sports,2025-11-03,2025-11-05,,Standard,107.0,Delivered,10
42469,OR52469,North,Electronics,2024-10-11,2024-10-11,2024-10-17,Express,130.0,Delivered,6
42470,OR52470,North,Sports,2024-09-06,2024-09-08,2024-09-14,Express,171.0,Delivered,6
42471,OR52471,East,Home,2022-01-11,2022-01-12,2022-01-20,Standard,108.0,Delivered,8
42472,OR52472,East,Fashion,2022-05-21,2022-05-22,2022-05-31,Standard,93.0,Delayed,9
42473,OR52473,Central,Beauty,2025-05-17,2025-05-22,2025-05-26,Same Day,314.0,Delivered,4
42474,OR52474,East,Grocery,2024-07-27,2024-07-27,2024-07-29,Standard,126.0,Delayed,2
42475,OR52475,Central,Home,2024-03-21,2024-03-25,2024-03-27,Express,175.0,Returned,2
42476,OR52476,Central,Fashion,2023-04-16,2023-04-17,2023-04-27,Express,160.0,Delayed,10
42477,OR52477,North,Grocery,2022-11-06,2022-11-06,2022-11-14,Standard,58.0,Delivered,8
42478,OR52478,West,Sports,2025-12-28,2026-01-01,2026-01-08,Express,214.0,Delivered,7
42479,OR52479,North,Home,2024-04-20,2024-04-23,2024-04-30,Standard,50.0,Delivered,7
42480,OR52480,East,Beauty,2024-09-13,2024-09-16,2024-09-24,Express,225.0,Delivered,8
42481,OR52481,South,Beauty,2022-03-30,2022-03-31,2022-04-03,Standard,125.0,Delivered,3
42482,OR52482,East,Grocery,2025-08-27,2025-08-28,2025-09-03,Same Day,290.0,Delivered,6
42483,OR52483,West,Grocery,2022-04-26,2022-04-27,2022-05-01,Standard,107.0,Delayed,4
42484,OR52484,East,Grocery,2022-10-22,2022-10-23,2022-10-31,Standard,122.0,Delivered,8
42485,OR52485,West,Sports,2025-03-06,2025-03-07,2025-03-10,Express,183.0,Delivered,3
42486,OR52486,South,Fashion,2025-06-11,2025-06-16,2025-06-19,Standard,88.0,Delivered,3
42487,OR52487,South,Fashion,2022-08-05,2022-08-10,2022-08-20,Standard,129.0,Delivered,10
42488,OR52488,Central,Home,2023-12-30,2024-01-02,2024-01-07,Express,137.0,Delivered,5
42489,OR52489,East,Sports,2022-09-23,2022-09-23,2022-09-29,Express,133.0,Delayed,6
42490,OR52490,Central,Fashion,2023-01-15,2023-01-18,2023-01-23,Standard,121.0,Delivered,5
42491,OR52491,North,Home,2024-07-21,2024-07-24,2024-08-01,Express,216.0,Delivered,8
42492,OR52492,North,Fashion,2025-02-05,2025-02-09,2025-02-14,Standard,93.0,Delivered,5
42493,OR52493,North,Electronics,2025-04-17,2025-04-18,2025-04-20,Standard,50.0,Delivered,2
42494,OR52494,North,Sports,2023-05-30,2023-06-04,2023-06-12,Same Day,344.0,Delivered,8
42495,OR52495,North,Electronics,2025-01-16,2025-01-19,2025-01-25,Standard,74.0,Delivered,6
42496,OR52496,East,Fashion,2024-10-06,2024-10-11,2024-10-14,Express,202.0,Delivered,3
42497,OR52497,Central,Fashion,2025-08-05,2025-08-08,2025-08-13,Standard,112.0,Delivered,5
42498,OR52498,Central,Electronics,2024-11-03,2024-11-08,2024-11-18,Standard,122.0,Delivered,10
42499,OR52499,West,Sports,2022-03-21,2022-03-24,,Standard,77.0,Delayed,5
42500,OR52500,North,Home,2023-02-23,2023-02-26,2023-02-28,Standard,75.0,Delivered,2
42501,OR52501,South,Grocery,2023-03-22,2023-03-25,2023-03-30,Standard,87.0,Delivered,5
42502,OR52502,West,Beauty,2023-12-27,2023-12-30,2024-01-05,Standard,92.0,Delivered,6
42503,OR52503,West,Electronics,2024-06-30,2024-07-04,2024-07-08,Standard,130.0,Delivered,4
42504,OR52504,East,Beauty,2024-06-05,2024-06-07,2024-06-11,Express,245.0,Delivered,4
42505,OR52505,West,Sports,2022-01-13,2022-01-13,2022-01-22,Express,111.0,Delivered,9
42506,OR52506,South,Sports,2024-05-24,2024-05-27,2024-06-01,Express,128.0,Delivered,5
42507,OR52507,Central,Beauty,2025-07-15,2025-07-19,2025-07-22,Standard,66.0,Delayed,3
42508,OR52508,West,Grocery,2022-03-15,2022-03-20,2022-03-24,Same Day,338.0,Delivered,4
42509,OR52509,East,Home,2023-06-06,2023-06-09,2023-06-16,Standard,134.0,Delivered,7
42510,OR52510,North,Home,2023-07-18,2023-07-23,2023-07-30,Standard,141.0,Returned,7
42511,OR52511,South,Fashion,2025-06-27,2025-06-28,2025-07-02,Express,218.0,Delivered,4
42512,OR52512,North,Fashion,2025-01-25,2025-01-27,2025-02-02,Standard,74.0,Delivered,6
42513,OR52513,West,Beauty,2023-09-09,2023-09-10,2023-09-15,Standard,102.0,Delivered,5
42514,OR52514,Central,Electronics,2024-05-26,2024-05-31,2024-06-05,Standard,149.0,Delivered,5
42515,OR52515,East,Beauty,2025-04-07,2025-04-12,2025-04-20,Same Day,349.0,Delivered,8
42516,OR52516,South,Home,2023-04-15,2023-04-17,2023-04-25,Express,89.0,Delivered,8
42517,OR52517,Central,Electronics,2025-03-14,2025-03-16,2025-03-24,Standard,124.0,Delivered,8
42518,OR52518,South,Fashion,2022-09-15,2022-09-16,2022-09-24,Express,230.0,Delivered,8
42519,OR52519,East,Electronics,2022-03-18,2022-03-21,2022-03-30,Express,242.0,Delivered,9
42520,OR52520,East,Grocery,2022-03-19,2022-03-21,2022-03-27,Standard,53.0,Delivered,6
42521,OR52521,West,Beauty,2023-06-11,2023-06-15,2023-06-22,Express,182.0,Delivered,7
42522,OR52522,South,Electronics,2024-01-01,2024-01-03,2024-01-08,Express,145.0,Delivered,5
42523,OR52523,West,Fashion,2024-11-23,2024-11-24,2024-12-04,Standard,86.0,Delivered,10
42524,OR52524,South,Fashion,2022-08-01,2022-08-05,2022-08-15,Express,143.0,Delivered,10
42525,OR52525,South,Grocery,2022-09-13,2022-09-13,2022-09-15,Standard,57.0,Delivered,2
42526,OR52526,North,Grocery,2023-02-01,2023-02-03,2023-02-12,Standard,77.0,Delivered,9
42527,OR52527,West,Home,2024-07-26,2024-07-29,2024-08-08,Same Day,223.0,Delivered,10
42528,OR52528,South,Grocery,2022-01-07,2022-01-09,2022-01-11,Express,231.0,Delivered,2
42529,OR52529,South,Grocery,2025-08-07,2025-08-11,2025-08-15,Express,219.0,Delivered,4
42530,OR52530,East,Home,2025-10-26,2025-10-31,2025-11-09,Express,96.0,Delivered,9
42531,OR52531,North,Grocery,2022-07-02,2022-07-06,2022-07-14,Standard,147.0,Delivered,8
42532,OR52532,East,Sports,2025-06-16,2025-06-19,2025-06-24,Standard,,Delivered,5
42533,OR52533,West,Sports,2025-06-11,2025-06-11,2025-06-18,Express,97.0,Delivered,7
42534,OR52534,West,Sports,2023-08-20,2023-08-23,2023-08-30,Express,243.0,Delivered,7
42535,OR52535,South,Grocery,2022-12-27,2022-12-29,2023-01-05,Express,207.0,Delivered,7
42536,OR52536,Central,Fashion,2025-01-12,2025-01-16,2025-01-18,Standard,119.0,Delivered,2
42537,OR52537,East,Fashion,2025-11-27,2025-11-27,2025-12-06,Express,177.0,Delivered,9
42538,OR52538,West,Home,2022-05-29,2022-05-30,2022-06-07,Standard,63.0,Delivered,8
42539,OR52539,South,Fashion,2022-09-08,2022-09-12,2022-09-15,Express,,Delivered,3
42540,OR52540,South,Fashion,2025-06-26,2025-06-30,2025-07-06,Express,113.0,Delivered,6
42541,OR52541,East,Home,2023-03-21,2023-03-22,2023-04-01,Express,150.0,Delayed,10
42542,OR52542,South,Sports,2022-01-18,2022-01-19,2022-01-23,Standard,143.0,Delayed,4
42543,OR52543,North,Home,2022-08-19,2022-08-22,2022-09-01,Standard,123.0,Delivered,10
42544,OR52544,Central,Fashion,2024-02-27,2024-02-29,2024-03-06,Same Day,297.0,Delivered,6
42545,OR52545,East,Fashion,2024-04-09,2024-04-10,2024-04-16,Standard,144.0,Delayed,6
42546,OR52546,East,Home,2024-11-20,2024-11-23,2024-11-27,Express,156.0,Delivered,4
42547,OR52547,East,Grocery,2025-07-24,2025-07-24,2025-07-29,Standard,140.0,Delivered,5
42548,OR52548,South,Fashion,2025-08-20,2025-08-25,2025-08-30,Standard,114.0,Delivered,5
42549,OR52549,South,Fashion,2025-09-21,2025-09-21,2025-09-29,Standard,104.0,Delivered,8
42551,OR52551,East,Beauty,2022-02-10,2022-02-14,2022-02-19,Same Day,366.0,Delivered,5
42552,OR52552,North,Fashion,2022-12-29,2023-01-01,2023-01-07,Same Day,260.0,Delayed,6
42553,OR52553,West,Beauty,2024-03-10,2024-03-12,2024-03-21,Standard,149.0,Delivered,9
42554,OR52554,North,Grocery,2022-01-07,2022-01-08,2022-01-17,Standard,118.0,Delivered,9
42555,OR52555,East,Grocery,2024-06-03,2024-06-04,2024-06-08,Same Day,310.0,Delivered,4
42556,OR52556,South,Home,2024-01-08,2024-01-12,2024-01-17,Express,243.0,Delivered,5
42557,OR52557,South,Electronics,2024-06-03,2024-06-06,2024-06-16,Express,195.0,Delivered,10
42558,OR52558,East,Sports,2023-05-28,2023-05-28,2023-06-05,Standard,99.0,Delivered,8
42559,OR52559,West,Grocery,2023-03-25,2023-03-30,2023-04-01,Standard,100.0,Delivered,2
42560,OR52560,Central,Grocery,2022-01-09,2022-01-10,2022-01-13,Standard,51.0,Delivered,3
42561,OR52561,Central,Sports,2025-04-26,2025-04-26,2025-05-03,Standard,73.0,Delivered,7
42562,OR52562,North,Home,2022-10-04,2022-10-04,2022-10-14,Standard,79.0,Returned,10
42564,OR52564,Central,Home,2023-08-18,2023-08-21,2023-08-25,Express,150.0,Delivered,4
42565,OR52565,West,Electronics,2022-06-10,2022-06-14,2022-06-19,Express,152.0,Delivered,5
42566,OR52566,South,Beauty,2025-03-25,2025-03-30,2025-04-02,Express,163.0,Delivered,3
42567,OR52567,South,Electronics,2025-12-28,2025-12-30,2026-01-07,Standard,148.0,Delivered,8
42568,OR52568,West,Sports,2025-02-15,2025-02-19,2025-02-28,Standard,100.0,Delivered,9
42569,OR52569,East,Beauty,2022-01-21,2022-01-22,2022-02-01,Standard,108.0,Delivered,10
42570,OR52570,Central,Electronics,2023-03-15,2023-03-16,2023-03-18,Same Day,279.0,Delivered,2
42571,OR52571,Central,Electronics,2025-08-10,2025-08-14,2025-08-16,Same Day,392.0,Delivered,2
42572,OR52572,South,Sports,2025-02-28,2025-03-03,2025-03-13,Express,160.0,Delivered,10
42573,OR52573,North,Sports,2024-01-31,2024-02-01,2024-02-10,Same Day,319.0,Delivered,9
42574,OR52574,Central,Sports,2023-12-26,2023-12-29,2024-01-05,Standard,110.0,Delivered,7
42575,OR52575,South,Sports,2025-11-19,2025-11-23,2025-11-27,Standard,62.0,Delivered,4
42576,OR52576,South,Sports,2023-09-14,2023-09-18,2023-09-28,Express,162.0,Delayed,10
42577,OR52577,West,Grocery,2024-03-13,2024-03-14,2024-03-17,Express,245.0,Delivered,3
42578,OR52578,West,Beauty,2025-09-26,2025-09-26,2025-10-04,Express,230.0,Delayed,8
42579,OR52579,West,Beauty,2024-07-15,2024-07-20,2024-07-22,Standard,54.0,Delivered,2
42580,OR52580,North,Fashion,2023-05-18,2023-05-20,2023-05-23,Standard,80.0,Returned,3
42581,OR52581,Central,Sports,2024-10-28,2024-10-31,2024-11-06,Same Day,336.0,Delivered,6
42582,OR52582,North,Fashion,2025-03-29,2025-03-31,2025-04-10,Standard,111.0,Delivered,10
42583,OR52583,North,Electronics,2022-04-11,2022-04-13,2022-04-16,Express,142.0,Delivered,3
42584,OR52584,West,Grocery,2022-01-03,2022-01-07,2022-01-17,Standard,60.0,Delivered,10
42585,OR52585,South,Sports,2024-01-28,2024-02-01,2024-02-03,Standard,98.0,Delivered,2
42586,OR52586,East,Beauty,2023-01-29,2023-02-02,2023-02-11,Standard,94.0,Delivered,9
42587,OR52587,South,Grocery,2024-01-31,2024-02-03,2024-02-10,Standard,102.0,Delivered,7
42588,OR52588,South,Home,2023-05-17,2023-05-19,2023-05-27,Standard,64.0,Delivered,8
42589,OR52589,South,Fashion,2023-10-25,2023-10-27,2023-11-04,Standard,140.0,Delivered,8
42590,OR52590,South,Beauty,2024-07-23,2024-07-28,2024-08-07,Standard,62.0,Delivered,10
42591,OR52591,North,Beauty,2024-08-22,2024-08-26,2024-09-04,Standard,106.0,Delivered,9
42592,OR52592,West,Beauty,2024-06-09,2024-06-09,2024-06-12,Express,205.0,Delayed,3
42593,OR52593,West,Sports,2023-07-09,2023-07-13,2023-07-21,Standard,78.0,Delivered,8
42594,OR52594,South,Fashion,2022-07-14,2022-07-18,2022-07-20,Express,245.0,Delivered,2
42595,OR52595,East,Fashion,2024-11-27,2024-11-28,2024-12-05,Standard,130.0,Delivered,7
42596,OR52596,Central,Home,2025-04-15,2025-04-19,2025-04-29,Standard,131.0,Delivered,10
42597,OR52597,South,Fashion,2024-02-11,2024-02-14,2024-02-18,Standard,78.0,Delivered,4
42598,OR52598,South,Electronics,2022-02-25,2022-02-27,2022-03-01,Same Day,236.0,Delivered,2
42599,OR52599,East,Fashion,2025-07-14,2025-07-18,2025-07-20,Standard,124.0,Delivered,2
42600,OR52600,North,Home,2025-03-08,2025-03-08,2025-03-17,Express,103.0,Delivered,9
42601,OR52601,South,Home,2025-04-25,2025-04-27,2025-05-05,Standard,145.0,Delivered,8
42602,OR52602,East,Beauty,2023-03-08,2023-03-10,2023-03-13,Standard,61.0,Returned,3
42603,OR52603,North,Sports,2025-11-27,2025-11-27,2025-11-30,Express,201.0,Delivered,5
42604,OR52604,North,Electronics,2024-02-11,2024-02-12,2024-02-18,Standard,105.0,Delivered,6
42605,OR52605,South,Fashion,2025-06-01,2025-06-06,2025-06-16,Standard,126.0,Delayed,10
42606,OR52606,North,Beauty,2022-01-31,2022-01-31,2022-02-07,Standard,69.0,Delayed,7
42607,OR52607,South,Home,2025-02-06,2025-02-09,2025-02-19,Standard,69.0,Delivered,10
42608,OR52608,South,Home,2023-07-17,2023-07-17,2023-07-23,Standard,98.0,Delivered,6
42609,OR52609,West,Fashion,2023-04-11,2023-04-16,2023-04-19,Standard,94.0,Delivered,3
42610,OR52610,Central,Fashion,2024-02-04,2024-02-05,2024-02-12,Same Day,228.0,Delivered,7
42611,OR52611,Central,Sports,2022-02-19,2022-02-23,2022-02-25,Standard,116.0,Delivered,2
42612,OR52612,West,Sports,2024-04-02,2024-04-06,2024-04-14,Standard,145.0,Delayed,8
42613,OR52613,South,Electronics,2025-06-02,2025-06-04,2025-06-14,Same Day,330.0,Delivered,10
42614,OR52614,East,Sports,2025-02-28,2025-03-04,2025-03-07,Standard,118.0,Delivered,3
42615,OR52615,North,Sports,2024-10-30,2024-11-03,2024-11-09,Standard,54.0,Delivered,6
42616,OR52616,West,Grocery,2025-10-18,2025-10-18,2025-10-26,Standard,52.0,Delivered,8
42617,OR52617,West,Fashion,2025-07-04,2025-07-06,2025-07-08,Standard,90.0,Delivered,2
42618,OR52618,West,Sports,2024-07-29,2024-07-31,2024-08-04,Same Day,364.0,Delivered,4
42619,OR52619,West,Grocery,2023-09-03,2023-09-03,2023-09-07,Standard,52.0,Delivered,4
42620,OR52620,Central,Grocery,2025-12-11,2025-12-14,2025-12-20,Express,227.0,Delivered,6
42621,OR52621,South,Beauty,2023-04-13,2023-04-16,2023-04-20,Standard,62.0,Delivered,4
42622,OR52622,West,Sports,2023-08-08,2023-08-11,2023-08-21,Express,163.0,Delayed,10
42623,OR52623,West,Home,2023-12-15,2023-12-20,2023-12-27,Standard,72.0,Delivered,7
42624,OR52624,West,Sports,2025-10-09,2025-10-09,2025-10-11,Same Day,233.0,Delivered,2
42625,OR52625,East,Sports,2022-12-05,2022-12-09,2022-12-18,Express,166.0,Delivered,9
42626,OR52626,East,Fashion,2023-05-16,2023-05-17,2023-05-24,Standard,87.0,Delivered,7
42627,OR52627,North,Home,2022-05-23,2022-05-26,2022-06-01,Standard,68.0,Delivered,6
42628,OR52628,South,Beauty,2024-01-12,2024-01-16,2024-01-24,Standard,104.0,Delivered,8
42629,OR52629,West,Electronics,2023-04-30,2023-05-03,2023-05-05,Standard,110.0,Delivered,2
42630,OR52630,North,Sports,2023-06-20,2023-06-21,2023-06-30,Standard,117.0,Delivered,9
42631,OR52631,North,Sports,2024-05-18,2024-05-22,2024-05-25,Same Day,244.0,Delivered,3
42632,OR52632,South,Fashion,2024-04-09,2024-04-12,2024-04-22,Express,207.0,Delivered,10
